event_id,event_title,event_category,market_id,market_ticker,market_title,yes_price,no_price,volume,status,close_date,previous_day_price,previous_week_price,created_time,prev_week_change
,Which country will be the next to send humans to the Moon?,Science and Technology,79249ba5-225a-41a8-bfbd-ca57042e2d80,,Which country will be the next to send humans to the Moon?,,,4814,active,2031-01-01T15:00:00Z,5.0,5.0,,
,US meets its climate goals?,Climate and Weather,8bbfd927-4434-45d3-8b0d-07e7b74ba9b3,,Will the US meet its climate goals?,,,78378,active,2030-12-31T15:00:00Z,4.0,2.0,,
,US meets its climate goals?,Climate and Weather,75dd3773-0ab8-43de-ab9b-91a405371543,,Will the US meet its climate goals?,,,9878,active,2035-12-31T15:00:00Z,24.0,15.0,,
,"When will ""The Last of Us"" Season 3 be released?",Entertainment,40a4c9fa-d637-4bca-aa5e-24078d8e817e,,"When will ""The Last of Us"" Season 3 be released?",,,4748,active,2026-04-01T14:00:00Z,2.0,2.0,,
,"When will ""The Last of Us"" Season 3 be released?",Entertainment,5c9a96d9-d5c5-44b8-b23c-e23d8fb114e7,,"When will ""The Last of Us"" Season 3 be released?",,,1802,active,2026-07-01T14:00:00Z,7.0,4.0,,
,"When will ""The Last of Us"" Season 3 be released?",Entertainment,fbc048db-917f-4d12-862c-e3b7fadcaec6,,"When will ""The Last of Us"" Season 3 be released?",,,2492,active,2026-10-01T14:00:00Z,8.0,8.0,,
,"When will ""The Last of Us"" Season 3 be released?",Entertainment,326c8b96-7a32-4444-b805-b958ddc54c28,,"When will ""The Last of Us"" Season 3 be released?",,,1256,active,2027-01-01T15:00:00Z,15.0,15.0,,
,"When will ""The Last of Us"" Season 3 be released?",Entertainment,0ff67e7e-c0f6-4efa-8791-5f3852c90954,,"When will ""The Last of Us"" Season 3 be released?",,,2772,active,2027-04-01T14:00:00Z,26.0,33.0,,
,"When will ""The Last of Us"" Season 3 be released?",Entertainment,74ca30b1-4e91-44d5-a236-b70e03f2c651,,"When will ""The Last of Us"" Season 3 be released?",,,7866,active,2027-07-01T14:00:00Z,50.0,51.0,,
,"When will ""The Last of Us"" Season 3 be released?",Entertainment,0f2e1d5d-772d-47d1-8f2b-6b48efa847a3,,"When will ""The Last of Us"" Season 3 be released?",,,430,active,2028-01-01T15:00:00Z,82.0,81.0,,
,What will be the largest source of global primary energy consumption in 2030?,Climate and Weather,6ffd842b-0e94-4e89-8a26-0aaeb6daee84,,What will be the largest source of global primary energy consumption in 2030?,,,1826,active,2032-12-30T15:00:00Z,2.0,1.0,,
,What will be the largest source of global primary energy consumption in 2030?,Climate and Weather,b85df144-2d80-41f0-a52c-2d48bdb07296,,What will be the largest source of global primary energy consumption in 2030?,,,50924,active,2032-12-30T15:00:00Z,44.0,37.0,,
,What will be the largest source of global primary energy consumption in 2030?,Climate and Weather,f27da367-91bb-4990-8636-6c2a30a594c3,,What will be the largest source of global primary energy consumption in 2030?,,,3748,active,2032-12-30T15:00:00Z,33.0,33.0,,
,What will be the largest source of global primary energy consumption in 2030?,Climate and Weather,a7e2dce1-1d38-4d17-a539-b279ef000c34,,What will be the largest source of global primary energy consumption in 2030?,,,2872,active,2032-12-30T15:00:00Z,20.0,20.0,,
,What will be the largest source of global primary energy consumption in 2030?,Climate and Weather,30e3758f-9d60-4772-a74d-9b032b1168d8,,What will be the largest source of global primary energy consumption in 2030?,,,15020,active,2032-12-30T15:00:00Z,10.0,10.0,,
,What will be the largest source of global primary energy consumption in 2030?,Climate and Weather,875943e0-5024-4249-9ae1-52a0abc79fa9,,What will be the largest source of global primary energy consumption in 2030?,,,5572,active,2032-12-30T15:00:00Z,5.0,4.0,,
,What will be the largest source of global primary energy consumption in 2030?,Climate and Weather,3a22dc71-5496-4487-94e8-481f29c9a63d,,What will be the largest source of global primary energy consumption in 2030?,,,6846,active,2032-12-30T15:00:00Z,3.0,4.0,,
,What will be the largest source of global primary energy consumption in 2030?,Climate and Weather,f882ff9d-1831-414c-afd9-29545a773868,,What will be the largest source of global primary energy consumption in 2030?,,,25350,active,2032-12-30T15:00:00Z,7.0,8.0,,
,What will be the largest source of global primary energy consumption in 2030?,Climate and Weather,e76f8a34-9fb2-42d9-9bed-7912a8442404,,What will be the largest source of global primary energy consumption in 2030?,,,3850,active,2032-12-30T15:00:00Z,1.0,1.0,,
,What will be the largest source of global primary energy consumption in 2030?,Climate and Weather,23816cba-1d62-4f61-af07-251532cfb57a,,What will be the largest source of global primary energy consumption in 2030?,,,3374,active,2032-12-30T15:00:00Z,2.0,1.0,,
,Will Tom Cruise be cast in another Film With Ana de Armas?,Entertainment,4f3d4949-8d18-426c-b6cc-72b555dc4e1e,,Will Tom Cruise be cast in a Film With Ana de Armas?,,,716,active,2030-12-31T15:00:00Z,38.0,44.0,,
,Will Glen Powell be cast in the next Indiana Jones movie?,Entertainment,b4d3d723-550e-4c2c-9281-8811769963ab,,Will Glen Powell be cast in the next Indiana Jones movie?,,,1956,active,2030-10-01T14:00:00Z,25.0,25.0,,
,Canadian team wins the Stanley Cup® before the 2031 season?,Sports,af4eca16-6fa0-48b8-9655-0a2ec7a95967,,Will a Canadian team win the pro hockey championship by the end of the 2030 season?,,,2978,active,2030-06-30T03:59:00Z,63.0,52.0,,
,Who will Time name as Person of the Decade?,Politics,fac6c4a6-5dc0-427f-803e-8263bac79c0e,,Who will Time name as Person of the Decade?,,,9290,active,2030-01-31T15:00:00Z,15.0,12.0,,
,Who will Time name as Person of the Decade?,Politics,f97df8e1-ae8b-4c53-af85-a2ff86a2e621,,Who will Time name as Person of the Decade?,,,24014,active,2030-01-31T15:00:00Z,30.0,35.0,,
,Who will Time name as Person of the Decade?,Politics,d9fb9fcf-8cd3-4c4d-87e8-2df4bb69cdbb,,Who will Time name as Person of the Decade?,,,4266,active,2030-01-31T15:00:00Z,8.0,8.0,,
,Who will Time name as Person of the Decade?,Politics,0f641063-2ff4-4230-96ef-4ba481ceb5aa,,Who will Time name as Person of the Decade?,,,2104,active,2030-01-31T15:00:00Z,6.0,6.0,,
,Who will Time name as Person of the Decade?,Politics,5aabdd48-1825-447a-9204-e119d5447ce7,,Who will Time name as Person of the Decade?,,,2322,active,2030-01-31T15:00:00Z,7.0,11.0,,
,Who will Time name as Person of the Decade?,Politics,431e2800-4fb3-4419-aa98-04cfe4bfb977,,Who will Time name as Person of the Decade?,,,6200,active,2030-01-31T15:00:00Z,17.0,8.0,,
,EV market share in 2030?,Climate and Weather,cb247d5c-2d7c-489a-ac49-f36a4b5ab7c8,,EV market share in 2030?,,,2246,active,2030-05-01T15:00:00Z,95.0,94.0,,
,EV market share in 2030?,Climate and Weather,48c8c85f-3219-45e3-95e3-8fed9b0cdc95,,EV market share in 2030?,,,11624,active,2030-05-01T15:00:00Z,66.0,67.0,,
,EV market share in 2030?,Climate and Weather,92fb2641-61bc-4dc0-8f3a-35f440ab149c,,EV market share in 2030?,,,15074,active,2030-05-01T15:00:00Z,46.0,54.0,,
,EV market share in 2030?,Climate and Weather,f3ff72ec-ae93-4a73-a83a-1926913b944f,,EV market share in 2030?,,,12870,active,2030-05-01T15:00:00Z,28.0,25.0,,
,How high will unemployment get before 2030?,Economics,c1923035-b4f9-4610-b0cd-d0eafd2ed6ea,,How high will unemployment get before 2030?,,,1146,active,2030-01-04T13:25:00Z,95.0,94.0,,
,How high will unemployment get before 2030?,Economics,afb05465-61b6-4fe2-ba8c-5e755c58c158,,How high will unemployment get before 2030?,,,936,active,2030-01-04T13:25:00Z,87.0,87.0,,
,How high will unemployment get before 2030?,Economics,250fb120-86f8-4c81-a6d6-833af87ad588,,How high will unemployment get before 2030?,,,618,active,2030-01-04T13:25:00Z,74.0,74.0,,
,How high will unemployment get before 2030?,Economics,e3c87c04-8586-4182-bc8a-c77a7c002eb8,,How high will unemployment get before 2030?,,,1220,active,2030-01-04T13:25:00Z,60.0,60.0,,
,How high will unemployment get before 2030?,Economics,d57815aa-9995-4e95-9509-8efb77324f88,,How high will unemployment get before 2030?,,,4742,active,2030-01-04T13:25:00Z,43.0,51.0,,
,How high will unemployment get before 2030?,Economics,89620bef-5022-4283-9b20-f0d7de7efa4a,,How high will unemployment get before 2030?,,,4834,active,2030-01-04T13:25:00Z,40.0,40.0,,
,How high will unemployment get before 2030?,Economics,97c2d2f8-7618-403f-91f1-2de969c0d346,,How high will unemployment get before 2030?,,,742,active,2030-01-04T13:25:00Z,29.0,29.0,,
,How high will unemployment get before 2030?,Economics,60483e80-ba50-4af1-8dff-c7cd09f12596,,How high will unemployment get before 2030?,,,658,active,2030-01-04T13:25:00Z,23.0,23.0,,
,How high will unemployment get before 2030?,Economics,52c88a79-e0f7-43e5-90f9-d4ec754dfcc9,,How high will unemployment get before 2030?,,,520,active,2030-01-04T13:25:00Z,13.0,20.0,,
,How high will unemployment get before 2030?,Economics,1de85dc6-b018-4be9-9dd0-15bf04e44311,,How high will unemployment get before 2030?,,,598,active,2030-01-04T13:25:00Z,10.0,16.0,,
,Who will play Britney Spears in the Jon M. Chu–directed biopic?,Entertainment,cb1b0c43-4441-4895-9b7c-6a080c27324c,,Will Margot Robbie perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,,,150,active,2031-01-01T15:00:00Z,10.0,10.0,,
,Who will play Britney Spears in the Jon M. Chu–directed biopic?,Entertainment,0a2dac63-259d-40b2-8c76-9e55f1edc97a,,Will Addison Rae perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,,,0,active,2031-01-01T15:00:00Z,,,,
,Who will play Britney Spears in the Jon M. Chu–directed biopic?,Entertainment,458f3100-115e-4258-98f8-520431f717f7,,Will Millie Bobby Brown perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,,,70,active,2031-01-01T15:00:00Z,10.0,10.0,,
,Who will play Britney Spears in the Jon M. Chu–directed biopic?,Entertainment,66dbb93a-b793-48eb-9249-74b5d3b2f793,,Will Olivia Holt perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,,,610,active,2031-01-01T15:00:00Z,19.0,18.0,,
,Who will play Britney Spears in the Jon M. Chu–directed biopic?,Entertainment,b2f63e79-08ff-46c4-94be-54343c3b0784,,Will Emma Roberts perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,,,228,active,2031-01-01T15:00:00Z,14.0,14.0,,
,Who will play Britney Spears in the Jon M. Chu–directed biopic?,Entertainment,6731479b-2e27-4566-9aa5-827668c236a3,,Will Florence Pugh perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,,,222,active,2031-01-01T15:00:00Z,9.0,,,
,Who will play Britney Spears in the Jon M. Chu–directed biopic?,Entertainment,8f9817df-233b-48f4-a87f-293360754364,,Will Sydney Sweeney perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,,,124,active,2031-01-01T15:00:00Z,9.0,9.0,,
,Who will play Britney Spears in the Jon M. Chu–directed biopic?,Entertainment,cbd6443e-a024-43ef-a306-f0d7ce90f865,,Will Sabrina Carpenter perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,,,332,active,2031-01-01T15:00:00Z,16.0,16.0,,
,Who will play Britney Spears in the Jon M. Chu–directed biopic?,Entertainment,03624964-8986-45d7-b4cf-ebbf3b85a049,,Will Chloë Grace Moretz perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,,,0,active,2031-01-01T15:00:00Z,,,,
,Who will play Britney Spears in the Jon M. Chu–directed biopic?,Entertainment,0e682eb3-3bf2-447f-9338-61d0edd8f6f0,,Will Anya Taylor-Joy perform as Britney Spears in Britney Spears Biopic directed by Jon M. Chu?,,,0,active,2031-01-01T15:00:00Z,,,,
,Who will be the next James Bond villain?,Entertainment,ea243a92-6bd8-4c00-b878-722bbae2d7f8,,Will Peter Dinklage perform as Villain in the next James Bond film?,,,702,active,2031-01-01T15:00:00Z,21.0,22.0,,
,Who will be the next James Bond villain?,Entertainment,00268ae0-5a1f-45c9-bff7-1014ba3695f4,,Will Rosamund Pike perform as Villain in the next James Bond film?,,,22,active,2031-01-01T15:00:00Z,18.0,,,
,Who will be the next James Bond villain?,Entertainment,8af276e8-df08-425b-845b-5fd194eea841,,Will Idris Elba perform as Villain in the next James Bond film?,,,16,active,2031-01-01T15:00:00Z,23.0,23.0,,
,Who will be the next James Bond villain?,Entertainment,d8a26861-7219-429d-9317-bb193f761f56,,Will Barry Keoghan perform as Villain in the next James Bond film?,,,0,active,2031-01-01T15:00:00Z,,,,
,Who will be the next James Bond villain?,Entertainment,9393e789-23ae-40e2-b946-c9b27c524904,,Will Cillian Murphy perform as Villain in the next James Bond film?,,,194,active,2031-01-01T15:00:00Z,30.0,28.0,,
,Who will be the next James Bond villain?,Entertainment,48a4091f-187b-480b-8747-4978761bdfb3,,Will Oscar Isaac perform as Villain in the next James Bond film?,,,0,active,2031-01-01T15:00:00Z,,,,
,Who will be the next James Bond villain?,Entertainment,528e61b4-7b79-48d0-8dc1-9f35a64f24e9,,Will Adam Driver perform as Villain in the next James Bond film?,,,62,active,2031-01-01T15:00:00Z,15.0,15.0,,
,Who will play Q in the next James Bond?,Entertainment,a323a207-9f95-4df4-b370-41747fc2bbe9,,Will Ben Whishaw perform as Q in the next James Bond film?,,,0,active,2031-01-01T15:00:00Z,,,,
,Who will play Q in the next James Bond?,Entertainment,f68205e5-26e7-4ca6-bb0d-7e219118e02d,,Will Dev Patel perform as Q in the next James Bond film?,,,0,active,2031-01-01T15:00:00Z,,,,
,Who will play Q in the next James Bond?,Entertainment,75b86c6c-bb68-4a15-80db-b3cacb17b572,,Will Richard Ayoade perform as Q in the next James Bond film?,,,100,active,2031-01-01T15:00:00Z,20.0,,,
,Who will play Q in the next James Bond?,Entertainment,2a5b7d25-2491-4ba9-a995-dbdf819fcf85,,Will Andrew Scott perform as Q in the next James Bond film?,,,0,active,2031-01-01T15:00:00Z,,,,
,Who will play Q in the next James Bond?,Entertainment,ed8db330-46aa-457c-ba15-3f8eb4622c36,,Will Tom Holland perform as Q in the next James Bond film?,,,0,active,2031-01-01T15:00:00Z,,,,
,Who will play Moneypenny in the next James Bond?,Entertainment,fa54755e-fdd2-4292-8824-18868b2ad63b,,Will Naomie Harris perform as Moneypenny in the next James Bond film?,,,0,active,2031-01-01T15:00:00Z,,,,
,Who will play Moneypenny in the next James Bond?,Entertainment,e9ad6ba9-5cc1-4351-b4ac-6a0e34fb34da,,Will Juno Temple perform as Moneypenny in the next James Bond film?,,,0,active,2031-01-01T15:00:00Z,,,,
,Who will play Moneypenny in the next James Bond?,Entertainment,afcedac4-5955-4d1b-9140-c254e67e49b8,,Will Jodie Turner-Smith perform as Moneypenny in the next James Bond film?,,,312,active,2031-01-01T15:00:00Z,16.0,,,
,Who will play Moneypenny in the next James Bond?,Entertainment,9c803f55-6f77-429c-b3ba-86792b8f8224,,Will Alison Oliver perform as Moneypenny in the next James Bond film?,,,156,active,2031-01-01T15:00:00Z,16.0,16.0,,
,Who will play Moneypenny in the next James Bond?,Entertainment,8aac27ee-ccc5-4f3d-aa1a-183d3e86d267,,Will Meg Bellamy perform as Moneypenny in the next James Bond film?,,,0,active,2031-01-01T15:00:00Z,,,,
,Who will play Moneypenny in the next James Bond?,Entertainment,eed666e9-9dd1-4e60-a0f8-7e2c0a88b8be,,Will Jodie Comer perform as Moneypenny in the next James Bond film?,,,0,active,2031-01-01T15:00:00Z,,,,
,Who will play Moneypenny in the next James Bond?,Entertainment,1281c40a-9b4e-4826-a5c7-d3d7aa6c7d52,,Will Phoebe Dynevor perform as Moneypenny in the next James Bond film?,,,0,active,2031-01-01T15:00:00Z,,,,
,Who will play Moneypenny in the next James Bond?,Entertainment,a01d0621-0a00-4fe3-a9a3-2712c2f2522b,,Will Emma Corrin perform as Moneypenny in the next James Bond film?,,,0,active,2031-01-01T15:00:00Z,,,,
,Who will play M in the next James Bond film?,Entertainment,f3ef64a5-961f-4cb3-81aa-1b10d9b4c5ba,,Will Ralph Fiennes perform as M in the next James Bond film?,,,0,active,2031-01-01T15:00:00Z,,,,
,Who will play M in the next James Bond film?,Entertainment,6bb5054d-6673-4268-a38e-ee5b5f2d6bf6,,Will Idris Elba perform as M in the next James Bond film?,,,0,active,2031-01-01T15:00:00Z,,,,
,Who will play M in the next James Bond film?,Entertainment,c34bc64e-31bf-430b-b5ad-fbe3209d64ad,,Will Olivia Colman perform as M in the next James Bond film?,,,142,active,2031-01-01T15:00:00Z,20.0,20.0,,
,Who will play M in the next James Bond film?,Entertainment,ff1aa3a3-c178-4149-a02c-f8c117b7395c,,Will Mark Rylance perform as M in the next James Bond film?,,,0,active,2031-01-01T15:00:00Z,,,,
,Who will play M in the next James Bond film?,Entertainment,d6eab4ec-f6c8-4033-90a3-b7bbdd89a49d,,Will Charles Dance perform as M in the next James Bond film?,,,0,active,2031-01-01T15:00:00Z,,,,
,Who will play Felix Leiter in the next James Bond?,Entertainment,15b4efe3-461b-4923-bf8d-ad03d71a5864,,Will Wyatt Russell perform as Felix Leiter in the next James Bond film?,,,24,active,2031-01-01T15:00:00Z,14.0,14.0,,
,Who will play Felix Leiter in the next James Bond?,Entertainment,a7692fd5-87d2-4c16-a0d5-08bd447a27a0,,Will Anthony Mackie perform as Felix Leiter in the next James Bond film?,,,46,active,2031-01-01T15:00:00Z,19.0,19.0,,
,Who will play Felix Leiter in the next James Bond?,Entertainment,891fcaaf-53ff-496d-b2c9-5ee07cb9c04a,,Will Chiwetel Ejiofor perform as Felix Leiter in the next James Bond film?,,,32,active,2031-01-01T15:00:00Z,17.0,17.0,,
,Who will play Felix Leiter in the next James Bond?,Entertainment,529986ec-22ae-4e6c-b58c-1895e7ec8221,,Will Steven Yeun perform as Felix Leiter in the next James Bond film?,,,0,active,2031-01-01T15:00:00Z,,,,
,Who will play Felix Leiter in the next James Bond?,Entertainment,d48bc5bf-593f-4a24-a7bd-54c09431f409,,Will Boyd Holbrook perform as Felix Leiter in the next James Bond film?,,,16,active,2031-01-01T15:00:00Z,20.0,20.0,,
,Who will play Felix Leiter in the next James Bond?,Entertainment,c8538405-2fbb-405f-b5a9-98515a1be6fa,,Will John Hoogenakker perform as Felix Leiter in the next James Bond film?,,,148,active,2031-01-01T15:00:00Z,15.0,,,
,Who will play Felix Leiter in the next James Bond?,Entertainment,28e4286b-0815-4f89-907b-a8b1e7828429,,Will Albert Jones perform as Felix Leiter in the next James Bond film?,,,0,active,2031-01-01T15:00:00Z,,,,
,Who will play Felix Leiter in the next James Bond?,Entertainment,203447ad-92e3-47b3-865e-1253fae56bfe,,Will Aaron Staton perform as Felix Leiter in the next James Bond film?,,,0,active,2031-01-01T15:00:00Z,,,,
,Who will play Felix Leiter in the next James Bond?,Entertainment,cfff43c3-42c0-4f9a-b3f5-c3e71f7f0309,,Will Seth Numrich perform as Felix Leiter in the next James Bond film?,,,0,active,2031-01-01T15:00:00Z,,,,
,When will IShowSpeed reach 100 million Youtube subscribers?,Entertainment,3d8dd4b7-f384-4510-8de0-f757dbffc161,,When will IShowSpeed reach 100 million Youtube subscribers?,,,984,active,2027-01-01T04:59:00Z,20.0,19.0,,
,When will IShowSpeed reach 100 million Youtube subscribers?,Entertainment,69e77065-e906-4ccd-836e-d0d94f66a90d,,When will IShowSpeed reach 100 million Youtube subscribers?,,,680,active,2028-01-01T04:59:00Z,45.0,50.0,,
,When will IShowSpeed reach 100 million Youtube subscribers?,Entertainment,b91734ba-ff82-4ba2-b2e0-e08ae57b0125,,When will IShowSpeed reach 100 million Youtube subscribers?,,,0,active,2029-01-01T04:59:00Z,,,,
,When will IShowSpeed reach 100 million Youtube subscribers?,Entertainment,17d106af-ec89-4592-a0a0-76c761fa0ba4,,When will IShowSpeed reach 100 million Youtube subscribers?,,,0,active,2030-01-01T04:59:00Z,,,,
,Will the US government take control of any AI company or project before 2030?,Politics,3d3e3016-c560-4e84-a310-e65eec5207fc,,Will the US government take control of any AI company or project before 2030?,,,7944,active,2030-01-01T04:59:00Z,36.0,37.0,,
,Will A Court Of Thorns and Roses be released?,Entertainment,5ae06e27-9e69-4080-ae46-7c92cbd4ac02,,When will A Court Of Thorns and Roses be released?,,,1412,active,2030-01-01T15:00:00Z,54.0,54.0,,
,Who will be the world's first trillionaire?,Economics,a30f4128-c024-477e-8197-e80de93905ee,,Will Elon Musk be the world's first trillionaire?,,,170220,active,2030-01-01T15:00:00Z,83.0,89.0,,
,Who will be the world's first trillionaire?,Economics,9d387f0c-bde4-4f3d-b9a3-9ba5ef7a0c7f,,Will Larry Ellison be the world's first trillionaire?,,,15158,active,2030-01-01T15:00:00Z,3.0,4.0,,
,Who will be the world's first trillionaire?,Economics,0f9b32ce-55cb-44bb-b990-69496136b095,,Will Mark Zuckerberg be the world's first trillionaire?,,,8036,active,2030-01-01T15:00:00Z,2.0,2.0,,
,Who will be the world's first trillionaire?,Economics,c5be85df-adb8-4248-b281-b83c388c1e11,,Will Jeff Bezos be the world's first trillionaire?,,,19126,active,2030-01-01T15:00:00Z,4.0,4.0,,
,Who will be the world's first trillionaire?,Economics,9f3db287-192e-4caf-a7d3-5a8a79e465fc,,Will Bernard Arnault & family be the world's first trillionaire?,,,5594,active,2030-01-01T15:00:00Z,1.0,1.0,,
,Who will be the world's first trillionaire?,Economics,f35239b5-b54e-4b5f-8ac9-8609d0e400b7,,Will Warren Buffet be the world's first trillionaire?,,,4860,active,2030-01-01T15:00:00Z,1.0,2.0,,
,Who will be the world's first trillionaire?,Economics,92fb88f3-97ff-400a-b6dc-c6e873227dd9,,Will Larry Page be the world's first trillionaire?,,,8316,active,2030-01-01T15:00:00Z,2.0,1.0,,
,Who will be the world's first trillionaire?,Economics,79db2c3e-868d-4e92-b741-995d17110a16,,Will Sergey Brin be the world's first trillionaire?,,,664,active,2030-01-01T15:00:00Z,1.0,1.0,,
,Who will be the world's first trillionaire?,Economics,cb3fd7fc-8a13-4a4c-90c8-5e3fc5669b7f,,Will Steve Ballmer be the world's first trillionaire?,,,2308,active,2030-01-01T15:00:00Z,1.0,1.0,,
,Who will be the world's first trillionaire?,Economics,c0b92082-10e6-498e-8990-abeff0b7e436,,Will Jensen Huang be the world's first trillionaire?,,,37810,active,2030-01-01T15:00:00Z,3.0,2.0,,
,Who will be the world's first trillionaire?,Economics,66cfebe2-57bc-4215-afa5-11c7e045bdfd,,Will Sam Altman be the world's first trillionaire?,,,8632,active,2030-01-01T15:00:00Z,1.0,1.0,,
,Who will be Groomsman for the wedding of Travis Kelce and Taylor Swift?,Social,5fa398e5-4b82-44dd-84b0-e1381d476780,,Will Jason Kelce be a Groomsman for the wedding of Travis Kelce and Taylor Swift?,,,3790,active,2030-01-01T15:00:00Z,95.0,95.0,,
,Who will be Groomsman for the wedding of Travis Kelce and Taylor Swift?,Social,76423437-4950-4c2d-9e94-9830784b1781,,Will Patrick Mahomes be a Groomsman for the wedding of Travis Kelce and Taylor Swift?,,,12218,active,2030-01-01T15:00:00Z,89.0,88.0,,
,Who will be Groomsman for the wedding of Travis Kelce and Taylor Swift?,Social,fa777151-9654-4f53-b9df-205fb19d9c63,,Will Aric Jones be a Groomsman for the wedding of Travis Kelce and Taylor Swift?,,,6444,active,2030-01-01T15:00:00Z,86.0,86.0,,
,Who will be Groomsman for the wedding of Travis Kelce and Taylor Swift?,Social,68f2bad9-624e-4ba9-926b-a2aeb606a36f,,Will Kumar Ferguson be a Groomsman for the wedding of Travis Kelce and Taylor Swift?,,,766,active,2030-01-01T15:00:00Z,77.0,86.0,,
,Who will be Groomsman for the wedding of Travis Kelce and Taylor Swift?,Social,537ec871-f334-48d9-95db-835914291e78,,Will Austin Swift be a Groomsman for the wedding of Travis Kelce and Taylor Swift?,,,6690,active,2030-01-01T15:00:00Z,74.0,76.0,,
,Who will be Groomsman for the wedding of Travis Kelce and Taylor Swift?,Social,3ee6f26d-66d1-4fdc-8552-2d90bc274e24,,Will Harrison Butker be a Groomsman for the wedding of Travis Kelce and Taylor Swift?,,,308,active,2030-01-01T15:00:00Z,2.0,10.0,,
,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,Social,6502dfc3-3c92-487a-81da-9ae1a507986e,,Will Selena Gomez be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,,,15378,active,2030-01-01T15:00:00Z,81.0,78.0,,
,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,Social,1ec396a2-2302-43d2-844a-e4b1a4b3ae22,,Will Abigail Anderson (Berard) be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,,,3224,active,2030-01-01T15:00:00Z,83.0,89.0,,
,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,Social,e338babd-96e3-4639-ad2a-7534c550588e,,Will Gigi Hadid be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,,,25304,active,2030-01-01T15:00:00Z,67.0,62.0,,
,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,Social,19b5f0de-c699-4b65-866b-7157b9a38350,,Will Blake Lively be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,,,13860,active,2030-01-01T15:00:00Z,26.0,25.0,,
,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,Social,51cd2ac2-2f73-40a9-a7b3-b64aa6ffbed7,,Will Este Haim be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,,,2278,active,2030-01-01T15:00:00Z,43.0,42.0,,
,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,Social,de783664-7167-4a24-863b-ee555ce3cb44,,Will Danielle Haim be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,,,160,active,2030-01-01T15:00:00Z,31.0,20.0,,
,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,Social,143b130c-5735-4583-bb60-70c5c8f1b36c,,Will Alana Haim be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,,,396,active,2030-01-01T15:00:00Z,30.0,30.0,,
,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,Social,ac08d8d5-abe4-49a0-909e-b50829e88a70,,Will Zoë Kravitz be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,,,1270,active,2030-01-01T15:00:00Z,41.0,41.0,,
,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,Social,74e6329d-fa13-438b-b6ab-11445d0780b3,,Will Cara Delevingne be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,,,760,active,2030-01-01T15:00:00Z,11.0,22.0,,
,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,Social,fc58385e-2317-4159-9151-493698996d72,,Will Lana Del Rey be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,,,2164,active,2030-01-01T15:00:00Z,32.0,20.0,,
,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,Social,31870267-eff0-437c-91cb-2896901a4001,,Will Sophie Turner be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,,,2264,active,2030-01-01T15:00:00Z,36.0,22.0,,
,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,Social,3a08161f-5db3-464e-a83d-283720f2073f,,Will Ice Spice be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,,,2182,active,2030-01-01T15:00:00Z,19.0,11.0,,
,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,Social,da73d2a9-c53e-42ea-b74a-201315265d50,,Will Brittany Mahomes be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,,,6128,active,2030-01-01T15:00:00Z,30.0,23.0,,
,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,Social,80c55a02-acb0-4154-8ecc-160a1ed61eb7,,Will Kylie Kelce be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,,,12248,active,2030-01-01T15:00:00Z,90.0,51.0,,
